,Country Name,Country Code,Series Name,2018,2019
7297,Mexico,MEX,"Share of youth not in education, employment or training, female (% of female youth population)",28.6145992279053,27.7103996276855
7298,Mexico,MEX,"Share of youth not in education, employment or training, male (% of male youth population)",8.29489994049072,8.88249969482422
7301,Mexico,MEX,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),1,1
7302,Mexico,MEX,"Start-up procedures to register a business, female (number)",7.83,7.83
7303,Mexico,MEX,"Start-up procedures to register a business, male (number)",7.83,7.83
7310,Mexico,MEX,The ages at which men and women can retire with full pension benefits are equal (1=yes; 0=no),1,1
7311,Mexico,MEX,The ages at which men and women can retire with partial pension benefits are equal (1=yes; 0=no),1,1
7312,Mexico,MEX,The government administers 100% of maternity leave benefits (1=yes; 0=no),1,1
7313,Mexico,MEX,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),1,1
7314,Mexico,MEX,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),1,1
7315,Mexico,MEX,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),1,1
7316,Mexico,MEX,The mandatory retirement age for men and women are equal (1=yes; 0=no),1,1
7317,Mexico,MEX,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),0,0
7318,Mexico,MEX,There is legislation on sexual harassment in employment (1=yes; 0=no),1,1
7319,Mexico,MEX,There is legislation specifically addressing domestic violence (1=yes; 0=no),1,1
7320,Mexico,MEX,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),1,1
7321,Mexico,MEX,There is paid parental leave (1=yes; 0=no),0,0
7322,Mexico,MEX,"Time required to start a business, female (days)",8.415,8.415
7323,Mexico,MEX,"Time required to start a business, male (days)",8.415,8.415
7328,Mexico,MEX,"Unemployment with advanced education, female (% of female labor force with advanced education)",4.39010000228882,4.55000019073486
7329,Mexico,MEX,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.9475998878479,4.33839988708496
7330,Mexico,MEX,"Unemployment with basic education, female (% of female labor force with basic education)",3.07870006561279,3.12400007247925
7331,Mexico,MEX,"Unemployment with basic education, male (% of male labor force with basic education)",2.98399996757507,3.26869988441467
7332,Mexico,MEX,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",4.02799987792969,4.16599988937378
7333,Mexico,MEX,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",4.00110006332397,4.05399990081787
7334,Mexico,MEX,"Unemployment, female (% of female labor force) (modeled ILO estimate)",3.42700004577637,3.71199989318848
7335,Mexico,MEX,"Unemployment, female (% of female labor force) (national estimate)",3.42549991607666,3.51869988441467
7336,Mexico,MEX,"Unemployment, male (% of male labor force) (modeled ILO estimate)",3.19600009918213,3.25099992752075
7337,Mexico,MEX,"Unemployment, male (% of male labor force) (national estimate)",3.19420003890991,3.45970010757446
7338,Mexico,MEX,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",7.55700016021729,8.51000022888184
7339,Mexico,MEX,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",7.6072998046875,8.00720024108887
7340,Mexico,MEX,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",6.43200016021729,6.30299997329712
7341,Mexico,MEX,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",6.45749998092651,6.72300004959106
7345,Mexico,MEX,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",29.2879991531372,29.2969989776611
7346,Mexico,MEX,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",25.3500001430512,25.5050001144409
7347,Mexico,MEX,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",68.1360015869141,68.1350021362305
7348,Mexico,MEX,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",68.4990005493164,68.3690032958984
7350,Mexico,MEX,Women are able to work in the same industries as men (1=yes; 0=no),1,1
7351,Mexico,MEX,Women Business and the Law Index Score (scale 1-100),83.8,83.8
7352,Mexico,MEX,Women can work in jobs deemed dangerous in the same way as men (1=yes; 0=no),1,1
7353,Mexico,MEX,Women can work the same night hours as men (1=yes; 0=no),1,1
7488,"Korea, Rep.",KOR,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,1
7489,"Korea, Rep.",KOR,A woman can be head of household in the same way as a man (1=yes; 0=no),1,1
7490,"Korea, Rep.",KOR,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,1
7491,"Korea, Rep.",KOR,A woman can get a job in the same way as a man (1=yes; 0=no),1,1
7492,"Korea, Rep.",KOR,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),1,1
7493,"Korea, Rep.",KOR,A woman can open a bank account in the same way as a man (1=yes; 0=no),1,1
7494,"Korea, Rep.",KOR,A woman can register a business in the same way as a man (1=yes; 0=no),1,1
7495,"Korea, Rep.",KOR,A woman can sign a contract in the same way as a man (1=yes; 0=no),1,1
7496,"Korea, Rep.",KOR,A woman can travel outside her home in the same way as a man (1=yes; 0=no),1,1
7497,"Korea, Rep.",KOR,A woman can travel outside the country in the same way as a man (1=yes; 0=no),1,1
7498,"Korea, Rep.",KOR,A woman has the same rights to remarry as a man (1=yes; 0=no),1,1
7508,"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),37.725640199147,38.5168579778302
7509,"Korea, Rep.",KOR,"Age population, age 0, female, interpolated",173778,161213
7510,"Korea, Rep.",KOR,"Age population, age 0, male, interpolated",184289,170974
7511,"Korea, Rep.",KOR,"Age population, age 01, female, interpolated",190398,180261
7512,"Korea, Rep.",KOR,"Age population, age 01, male, interpolated",201089,190489
7513,"Korea, Rep.",KOR,"Age population, age 02, female, interpolated",202981,195110
7514,"Korea, Rep.",KOR,"Age population, age 02, male, interpolated",213872,205742
7515,"Korea, Rep.",KOR,"Age population, age 03, female, interpolated",215864,206246
7516,"Korea, Rep.",KOR,"Age population, age 03, male, interpolated",227472,217240
7517,"Korea, Rep.",KOR,"Age population, age 04, female, interpolated",219181,215335
7518,"Korea, Rep.",KOR,"Age population, age 04, male, interpolated",231008,226892
7519,"Korea, Rep.",KOR,"Age population, age 05, female, interpolated",220989,219006
7520,"Korea, Rep.",KOR,"Age population, age 05, male, interpolated",233072,230823
7543,"Korea, Rep.",KOR,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",8.47500038146973,8.11200046539307
7544,"Korea, Rep.",KOR,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.915000021457672,0.88400000333786
7545,"Korea, Rep.",KOR,"Cost of business start-up procedures, female (% of GNI per capita)",14.6,14.6
7546,"Korea, Rep.",KOR,"Cost of business start-up procedures, male (% of GNI per capita)",14.6,14.6
7547,"Korea, Rep.",KOR,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),1,1
7566,"Korea, Rep.",KOR,Dismissal of pregnant workers is prohibited (1=yes; 0=no),1,1
7583,"Korea, Rep.",KOR,"Employers, female (% of female employment) (modeled ILO estimate)",3.52500009536743,3.54699993133545
7584,"Korea, Rep.",KOR,"Employers, male (% of male employment) (modeled ILO estimate)",7.60200023651123,7.49499988555908
7585,"Korea, Rep.",KOR,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",4.74300003051758,4.61100006103516
7586,"Korea, Rep.",KOR,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",5.18100023269653,5.07399988174438
7587,"Korea, Rep.",KOR,"Employment in industry, female (% of female employment) (modeled ILO estimate)",13.4899997711182,13.3249998092651
7588,"Korea, Rep.",KOR,"Employment in industry, male (% of male employment) (modeled ILO estimate)",33.7459983825684,33.7519989013672
7589,"Korea, Rep.",KOR,"Employment in services, female (% of female employment) (modeled ILO estimate)",81.7669982910156,82.0640029907227
7590,"Korea, Rep.",KOR,"Employment in services, male (% of male employment) (modeled ILO estimate)",61.0730018615723,61.173999786377
7591,"Korea, Rep.",KOR,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",50.9290008544922,50.8300018310547
7592,"Korea, Rep.",KOR,"Employment to population ratio, 15+, female (%) (national estimate)",51.3053016662598,51.9221992492676
7593,"Korea, Rep.",KOR,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",70.1800003051758,69.9380035400391
7594,"Korea, Rep.",KOR,"Employment to population ratio, 15+, male (%) (national estimate)",70.9244995117188,70.7655029296875
7595,"Korea, Rep.",KOR,"Employment to population ratio, 15+, total (%) (national estimate)",60.940601348877,61.1889991760254
7596,"Korea, Rep.",KOR,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",30.4740009307861,30.7080001831055
7597,"Korea, Rep.",KOR,"Employment to population ratio, ages 15-24, female (%) (national estimate)",28.4316005706787,27.7493000030518
7598,"Korea, Rep.",KOR,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",24.0090007781982,23.6790008544922
7599,"Korea, Rep.",KOR,"Employment to population ratio, ages 15-24, male (%) (national estimate)",20.2870998382568,21.6928997039795
7600,"Korea, Rep.",KOR,"Employment to population ratio, ages 15-24, total (%) (national estimate)",24.527099609375,24.8490009307861
7606,"Korea, Rep.",KOR,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),1,1
7614,"Korea, Rep.",KOR,Female migrants (% of international migrant stock),..,43.9055390128517
7640,"Korea, Rep.",KOR,GDP (current US$),1720578827805.54,1642383217167.26
7641,"Korea, Rep.",KOR,GDP growth (annual %),2.66493034603647,2.03315097078062
7642,"Korea, Rep.",KOR,GDP per capita (constant 2010 US$),28091.388371118,28605.7320088595
7643,"Korea, Rep.",KOR,GDP per capita (Current US$),33340.265151682,31761.9776923447
7645,"Korea, Rep.",KOR,"GNI per capita, Atlas method (current US$)",32610,33720
7646,"Korea, Rep.",KOR,"GNI per capita, PPP (current international $)",42250,43430
7647,"Korea, Rep.",KOR,"GNI, Atlas method (current US$)",1682797968168.6,1743709071603.57
7670,"Korea, Rep.",KOR,"Immunization, DPT (% of children ages 12-23 months)",98,98
7671,"Korea, Rep.",KOR,"Immunization, measles (% of children ages 12-23 months)",98,98
7676,"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",1.47586240396369,0.38294613224406
7679,"Korea, Rep.",KOR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",33.8919982910156,34.1030006408691
7680,"Korea, Rep.",KOR,"Labor force participation rate for ages 15-24, female (%) (national estimate)",31.6061000823975,30.7101001739502
7681,"Korea, Rep.",KOR,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",26.9069995880127,26.9500007629395
7682,"Korea, Rep.",KOR,"Labor force participation rate for ages 15-24, male (%) (national estimate)",22.6812992095947,24.2063999176025
7683,"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",52.9000015258789,52.8919982910156
7684,"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",53.2723007202148,53.8508987426758
7685,"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",59.4850006103516,59.7639999389648
7686,"Korea, Rep.",KOR,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",73.056999206543,73.1019973754883
7687,"Korea, Rep.",KOR,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",73.8199996948242,73.6144027709961
7688,"Korea, Rep.",KOR,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",78.1380004882813,78.4690017700195
7689,"Korea, Rep.",KOR,"Labor force with advanced education, female (% of female working-age population with advanced education)",62.6640014648438,63.1347007751465
7690,"Korea, Rep.",KOR,"Labor force with advanced education, male (% of male working-age population with advanced education)",80.3093032836914,80.1157989501953
7691,"Korea, Rep.",KOR,"Labor force with basic education, female (% of female working-age population with basic education)",41.220100402832,42.0279006958008
7692,"Korea, Rep.",KOR,"Labor force with basic education, male (% of male working-age population with basic education)",57.7585983276367,56.7835006713867
7693,"Korea, Rep.",KOR,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",53.6119003295898,53.5360984802246
7694,"Korea, Rep.",KOR,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",71.801399230957,71.6933975219727
7695,"Korea, Rep.",KOR,"Labor force, female",11910324,11963718
7696,"Korea, Rep.",KOR,"Labor force, female (% of total labor force)",42.1265721564515,42.1097214293905
7697,"Korea, Rep.",KOR,"Labor force, total",28272711,28410822
7698,"Korea, Rep.",KOR,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),0,0
7699,"Korea, Rep.",KOR,Law prohibits discrimination in employment based on gender (1=yes; 0=no),1,1
7705,"Korea, Rep.",KOR,Length of paid maternity leave (days),..,90
7706,"Korea, Rep.",KOR,Length of paid parental leave for father (days),..,365
7707,"Korea, Rep.",KOR,Length of paid parental leave for mother (days),..,365
7708,"Korea, Rep.",KOR,Length of paid paternity leave (days),..,3
7709,"Korea, Rep.",KOR,Length of paid shared parental leave (days),..,0
7737,"Korea, Rep.",KOR,Men and married women have equal ownership rights to immovable property (1=yes; 0=no),1,1
7795,"Korea, Rep.",KOR,"Mortality rate, infant, female (per 1,000 live births)",2.5,2.5
7796,"Korea, Rep.",KOR,"Mortality rate, infant, male (per 1,000 live births)",3,2.9
7797,"Korea, Rep.",KOR,"Mortality rate, under-5, female (per 1,000 live births)",3,2.9
7798,"Korea, Rep.",KOR,"Mortality rate, under-5, male (per 1,000 live births)",3.5,3.5
7804,"Korea, Rep.",KOR,"Number of infant deaths, female",474,451
7805,"Korea, Rep.",KOR,"Number of infant deaths, male",593,563
7810,"Korea, Rep.",KOR,"Number of under-five deaths, female",562,534
7811,"Korea, Rep.",KOR,"Number of under-five deaths, male",701,666
7812,"Korea, Rep.",KOR,"Own-account workers, female (% of female employment) (modeled ILO estimate)",10.6169996261597,10.7150001525879
7813,"Korea, Rep.",KOR,"Own-account workers, male (% of male employment) (modeled ILO estimate)",18.4349994659424,18.3129997253418
7814,"Korea, Rep.",KOR,Paid leave is available to fathers (1=yes; 0=no),1,1
7815,"Korea, Rep.",KOR,Paid leave of at least 14 weeks is available to women (1=yes; 0=no),1,1
7816,"Korea, Rep.",KOR,"Part time employment, female (% of total part time employment)",58.8720443601732,60.0312489693263
7825,"Korea, Rep.",KOR,Population ages 0-14 (% of total),12.9733235784635,12.7464436133795
7826,"Korea, Rep.",KOR,"Population ages 0-14, female",3245633,3198260
7827,"Korea, Rep.",KOR,Population ages 15-64 (% of total),72.6081205891396,72.1933794912468
7828,"Korea, Rep.",KOR,"Population ages 15-64, female",18252358,18176833
7829,"Korea, Rep.",KOR,"Population ages 15-64, male",19218270,19153709
7830,"Korea, Rep.",KOR,"Population ages 15-64, total",37470606,37330545
7831,"Korea, Rep.",KOR,Population ages 65 and above (% of total),14.4185558323969,15.0601768953737
7832,"Korea, Rep.",KOR,"Population ages 65 and above, female",4262431,4442312
7833,"Korea, Rep.",KOR,"Population, female",25760422,25817405
7834,"Korea, Rep.",KOR,"Population, female (% of total)",49.9168817920843,49.9281673608253
7835,"Korea, Rep.",KOR,"Population, total",51606633,51709098
7865,"Korea, Rep.",KOR,Proportion of seats held by women in national parliaments (%),17,16.6666666666667
7868,"Korea, Rep.",KOR,Proportion of women in ministerial level positions (%),22.2,33.3333333333333
7875,"Korea, Rep.",KOR,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),72.4092175977865,72.3536978330919
7876,"Korea, Rep.",KOR,Ratio of female to male labor force participation rate (%) (national estimate),72.1651326746753,73.1526667548989
7877,"Korea, Rep.",KOR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),93.6664261815489,82.0301578579677
7878,"Korea, Rep.",KOR,Ratio of female to male youth unemployment rate (%) (national estimate),95.1487744054879,92.8519843393618
7879,"Korea, Rep.",KOR,"Retirement age with full benefits, female",..,60
7880,"Korea, Rep.",KOR,"Retirement age with full benefits, male",..,60
7881,"Korea, Rep.",KOR,"Retirement age with partial benefits, female",..,60
7882,"Korea, Rep.",KOR,"Retirement age with partial benefits, male",..,60
7905,"Korea, Rep.",KOR,"Self-employed, female (% of female employment) (modeled ILO estimate)",22.617000579834,22.3729991912842
7906,"Korea, Rep.",KOR,"Self-employed, male (% of male employment) (modeled ILO estimate)",26.951000213623,26.693000793457
7925,"Korea, Rep.",KOR,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),1,1
7926,"Korea, Rep.",KOR,"Start-up procedures to register a business, female (number)",3,3
7927,"Korea, Rep.",KOR,"Start-up procedures to register a business, male (number)",3,3
7934,"Korea, Rep.",KOR,The ages at which men and women can retire with full pension benefits are equal (1=yes; 0=no),1,1
7935,"Korea, Rep.",KOR,The ages at which men and women can retire with partial pension benefits are equal (1=yes; 0=no),1,1
7936,"Korea, Rep.",KOR,The government administers 100% of maternity leave benefits (1=yes; 0=no),0,0
7937,"Korea, Rep.",KOR,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),1,1
7938,"Korea, Rep.",KOR,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),0,0
7939,"Korea, Rep.",KOR,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no),1,1
7940,"Korea, Rep.",KOR,The mandatory retirement age for men and women are equal (1=yes; 0=no),1,1
7941,"Korea, Rep.",KOR,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),1,1
7942,"Korea, Rep.",KOR,There is legislation on sexual harassment in employment (1=yes; 0=no),1,1
7943,"Korea, Rep.",KOR,There is legislation specifically addressing domestic violence (1=yes; 0=no),1,1
7944,"Korea, Rep.",KOR,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),1,1
7945,"Korea, Rep.",KOR,There is paid parental leave (1=yes; 0=no),1,1
7946,"Korea, Rep.",KOR,"Time required to start a business, female (days)",8,8
7947,"Korea, Rep.",KOR,"Time required to start a business, male (days)",8,8
7948,"Korea, Rep.",KOR,"Time-related underemployment, female (% of employment)",2.41880011558533,2.76769995689392
7949,"Korea, Rep.",KOR,"Time-related underemployment, male (% of employment)",2.27699995040894,2.74440002441406
7952,"Korea, Rep.",KOR,"Unemployment with advanced education, female (% of female labor force with advanced education)",4.41690015792847,4.1451997756958
7953,"Korea, Rep.",KOR,"Unemployment with advanced education, male (% of male labor force with advanced education)",3.91720008850098,3.72119998931885
7954,"Korea, Rep.",KOR,"Unemployment with basic education, female (% of female labor force with basic education)",2.51180005073547,2.69219994544983
7955,"Korea, Rep.",KOR,"Unemployment with basic education, male (% of male labor force with basic education)",3.53670001029968,4.3105001449585
7956,"Korea, Rep.",KOR,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",3.29800009727478,3.13689994812012
7957,"Korea, Rep.",KOR,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",4.05079984664917,3.98070001602173
7958,"Korea, Rep.",KOR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",3.7260000705719,3.89800000190735
7959,"Korea, Rep.",KOR,"Unemployment, female (% of female labor force) (national estimate)",3.6923999786377,3.58150005340576
7960,"Korea, Rep.",KOR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",3.93700003623962,4.3289999961853
7961,"Korea, Rep.",KOR,"Unemployment, male (% of male labor force) (national estimate)",3.92230010032654,3.8701000213623
7962,"Korea, Rep.",KOR,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",10.0860004425049,9.95600032806396
7963,"Korea, Rep.",KOR,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",10.043999671936,9.64109992980957
7964,"Korea, Rep.",KOR,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",10.7679996490479,12.1370000839233
7965,"Korea, Rep.",KOR,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",10.5560998916626,10.3832998275757
7969,"Korea, Rep.",KOR,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",19.0920000076294,18.827000617981
7970,"Korea, Rep.",KOR,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",19.3499994874001,19.1969997286797
7971,"Korea, Rep.",KOR,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",77.3830032348633,77.6269989013672
7972,"Korea, Rep.",KOR,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",73.0490036010742,73.306999206543
7974,"Korea, Rep.",KOR,Women are able to work in the same industries as men (1=yes; 0=no),0,0
7975,"Korea, Rep.",KOR,Women Business and the Law Index Score (scale 1-100),85,85
7976,"Korea, Rep.",KOR,Women can work in jobs deemed dangerous in the same way as men (1=yes; 0=no),0,0
7977,"Korea, Rep.",KOR,Women can work the same night hours as men (1=yes; 0=no),1,1
8112,Russian Federation,RUS,A woman can apply for a passport in the same way as a man (1=yes; 0=no),1,1
8113,Russian Federation,RUS,A woman can be head of household in the same way as a man (1=yes; 0=no),1,1
8114,Russian Federation,RUS,A woman can choose where to live in the same way as a man (1=yes; 0=no),1,1
8115,Russian Federation,RUS,A woman can get a job in the same way as a man (1=yes; 0=no),1,1
8116,Russian Federation,RUS,A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),1,1
8117,Russian Federation,RUS,A woman can open a bank account in the same way as a man (1=yes; 0=no),1,1
8118,Russian Federation,RUS,A woman can register a business in the same way as a man (1=yes; 0=no),1,1
8119,Russian Federation,RUS,A woman can sign a contract in the same way as a man (1=yes; 0=no),1,1
8120,Russian Federation,RUS,A woman can travel outside her home in the same way as a man (1=yes; 0=no),1,1
8121,Russian Federation,RUS,A woman can travel outside the country in the same way as a man (1=yes; 0=no),1,1
8122,Russian Federation,RUS,A woman has the same rights to remarry as a man (1=yes; 0=no),1,1
8132,Russian Federation,RUS,Age dependency ratio (% of working-age population),48.3432778774728,49.8106011592361
8133,Russian Federation,RUS,"Age population, age 0, female, interpolated",903353,875687
8134,Russian Federation,RUS,"Age population, age 0, male, interpolated",955008,924141
8135,Russian Federation,RUS,"Age population, age 01, female, interpolated",919051,903891
8136,Russian Federation,RUS,"Age population, age 01, male, interpolated",971514,954828
8137,Russian Federation,RUS,"Age population, age 02, female, interpolated",926909,922175
8138,Russian Federation,RUS,"Age population, age 02, male, interpolated",979555,974632
8139,Russian Federation,RUS,"Age population, age 03, female, interpolated",939023,931509
8140,Russian Federation,RUS,"Age population, age 03, male, interpolated",993855,984625
8141,Russian Federation,RUS,"Age population, age 04, female, interpolated",928047,937182
8142,Russian Federation,RUS,"Age population, age 04, male, interpolated",980945,991369
8143,Russian Federation,RUS,"Age population, age 05, female, interpolated",912620,928061
8144,Russian Federation,RUS,"Age population, age 05, male, interpolated",963374,980817
8167,Russian Federation,RUS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.448000013828278,0.435999989509583
8168,Russian Federation,RUS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.377999991178513,0.370999991893768
8169,Russian Federation,RUS,"Cost of business start-up procedures, female (% of GNI per capita)",1.1,1
8170,Russian Federation,RUS,"Cost of business start-up procedures, male (% of GNI per capita)",1.1,1
8171,Russian Federation,RUS,Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),0,0
8190,Russian Federation,RUS,Dismissal of pregnant workers is prohibited (1=yes; 0=no),1,1
8207,Russian Federation,RUS,"Employers, female (% of female employment) (modeled ILO estimate)",0.945999979972839,0.944000005722046
8208,Russian Federation,RUS,"Employers, male (% of male employment) (modeled ILO estimate)",1.91999995708466,1.91100001335144
8209,Russian Federation,RUS,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",3.99300003051758,3.90100002288818
8210,Russian Federation,RUS,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",7.67000007629395,7.51399993896484
8211,Russian Federation,RUS,"Employment in industry, female (% of female employment) (modeled ILO estimate)",15.7370004653931,15.5869998931885
8212,Russian Federation,RUS,"Employment in industry, male (% of male employment) (modeled ILO estimate)",37.2820014953613,37.173999786377
8213,Russian Federation,RUS,"Employment in services, female (% of female employment) (modeled ILO estimate)",80.2689971923828,80.5110015869141
8214,Russian Federation,RUS,"Employment in services, male (% of male employment) (modeled ILO estimate)",55.0470008850098,55.3120002746582
8215,Russian Federation,RUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",52.6040000915527,52.3759994506836
8216,Russian Federation,RUS,"Employment to population ratio, 15+, female (%) (national estimate)",53.1887016296387,52.9109992980957
8217,Russian Federation,RUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",67.2509994506836,66.9459991455078
8218,Russian Federation,RUS,"Employment to population ratio, 15+, male (%) (national estimate)",67.8179016113281,67.2664031982422
8219,Russian Federation,RUS,"Employment to population ratio, 15+, total (%) (national estimate)",59.8171005249023,59.4179992675781
8220,Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",24.3390007019043,23.7049999237061
8221,Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",25.0995006561279,24.9395008087158
8222,Russian Federation,RUS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",30.5139999389648,29.7250003814697
8223,Russian Federation,RUS,"Employment to population ratio, ages 15-24, male (%) (national estimate)",31.4463996887207,31.0886993408203
8224,Russian Federation,RUS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",28.3397998809814,28.0807991027832
8230,Russian Federation,RUS,Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),1,1
8238,Russian Federation,RUS,Female migrants (% of international migrant stock),..,50.9140497462364
8242,Russian Federation,RUS,Female share of employment in senior and middle management (%),39.75,41.9900016784668
8259,Russian Federation,RUS,Firms with female participation in ownership (% of firms),..,34
8260,Russian Federation,RUS,Firms with female top manager (% of firms),..,24.3
8264,Russian Federation,RUS,GDP (current US$),1669583089322.96,1699876578871.35
8265,Russian Federation,RUS,GDP growth (annual %),2.53633130144783,1.3418754406612
8266,Russian Federation,RUS,GDP per capita (constant 2010 US$),11844.4386003203,12011.5318008407
8267,Russian Federation,RUS,GDP per capita (Current US$),11370.8134559314,11584.9953826104
8269,Russian Federation,RUS,"GNI per capita, Atlas method (current US$)",10250,11260
8270,Russian Federation,RUS,"GNI per capita, PPP (current international $)",28040,28270
8271,Russian Federation,RUS,"GNI, Atlas method (current US$)",1504841710715.46,1651559115876.9
8294,Russian Federation,RUS,"Immunization, DPT (% of children ages 12-23 months)",97,97
8295,Russian Federation,RUS,"Immunization, measles (% of children ages 12-23 months)",98,98
8300,Russian Federation,RUS,"Inflation, consumer prices (annual %)",2.87829723647886,4.47036660760175
8303,Russian Federation,RUS,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",29.6959991455078,28.5839996337891
8304,Russian Federation,RUS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",30.5669002532959,29.554500579834
8305,Russian Federation,RUS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",36.4889984130859,35.1259994506836
8306,Russian Federation,RUS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",37.5414009094238,36.5059013366699
8307,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",55.2430000305176,54.8219985961914
8308,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",55.8568000793457,55.3050994873047
8309,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",69.2979965209961,69.2979965209961
8310,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",70.7249984741211,70.2480010986328
8311,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",71.3207015991211,70.549201965332
8312,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",79.995002746582,79.8499984741211
8313,Russian Federation,RUS,"Labor force with advanced education, female (% of female working-age population with advanced education)",61.2486000061035,61.5255012512207
8314,Russian Federation,RUS,"Labor force with advanced education, male (% of male working-age population with advanced education)",73.959602355957,73.9393005371094
